user_id,experience_level,workout_type_encoded,session_duration_hours,workout_frequency,bmi,age,gender_encoded
911,1,2,0.19333333,0.0,0.47617087,0.5609756,0
912,1,1,0.18,0.33333334,0.740027,0.902439,0
913,1,0,0.46,0.0,0.33193782,0.8292683,0
914,1,3,0.14666666,0.33333334,0.352146,0.70731705,0
915,2,2,0.36666667,0.6666667,0.25333852,0.73170733,0
916,2,2,0.49333334,0.33333334,0.77923506,0.09756097,0
917,2,0,0.50666666,0.6666667,0.37704486,0.31707317,1
918,2,0,0.42,0.33333334,0.36824065,0.24390244,1
919,1,0,0.43333334,0.0,0.5149602,0.19512194,1
920,3,0,0.70666665,0.6666667,0.5672836,0.80487806,0
921,2,2,0.54,0.6666667,0.2934563,0.2682927,1
922,3,3,0.7733333,0.6666667,0.30567816,0.8292683,1
923,2,3,0.34666666,0.33333334,0.4253119,0.8292683,1
924,1,0,0.29333332,0.33333334,0.8468075,0.0,0
925,2,1,0.42,0.33333334,0.046448924,0.9512195,0
926,1,2,0.26,0.33333334,0.3960138,0.5121951,0
927,2,3,0.54,0.6666667,0.22490618,0.68292683,0
928,1,0,0.3,0.0,0.27404174,0.17073171,1
929,1,1,0.07333333,0.33333334,0.3147254,0.24390244,1
930,3,1,0.98,0.6666667,0.3046732,0.9756098,1
931,1,0,0.42666668,0.33333334,0.43602532,0.8780488,1
932,3,2,0.81333333,0.6666667,0.48248962,0.31707317,0
933,1,3,0.17333333,0.33333334,0.396568,0.70731705,0
934,2,1,0.53333336,0.6666667,0.3174634,0.8292683,0
935,2,3,0.34,0.33333334,0.09840445,0.4878049,1
936,2,3,0.36,0.6666667,0.86178696,0.8780488,0
937,1,1,0.56,0.0,0.6170143,0.09756097,0
938,1,0,0.23333333,0.0,0.16871679,0.4390244,1
939,1,1,0.046666667,0.33333334,0.19974253,0.31707317,1
940,1,1,0.45333335,0.0,0.13502225,0.6097561,0
941,2,2,0.5466667,0.33333334,0.36046985,0.07317073,0
942,3,3,0.8466667,0.6666667,0.40574002,0.58536583,0
943,3,0,0.99333334,1.0,0.48864993,1.0,0
944,2,3,0.58666664,0.33333334,0.20661463,0.58536583,0
945,2,1,0.34666666,0.6666667,0.9623243,0.41463414,0
946,2,0,0.36666667,0.33333334,0.39404264,0.9512195,1
947,1,0,0.46666667,0.33333334,0.28440112,0.17073171,1
948,3,0,0.94,1.0,0.3057409,0.9268293,1
949,2,0,0.47333333,0.33333334,0.51754194,0.9512195,0
950,2,2,0.5933333,0.6666667,0.45049772,0.31707317,1
951,1,0,0.42666668,0.0,0.09835782,0.75609756,0
952,2,1,0.46666667,0.6666667,0.24023347,0.902439,0
953,2,2,0.35333332,0.33333334,0.24921145,0.7804878,1
954,3,1,0.97333336,1.0,0.3415148,0.5365854,0
955,2,1,0.49333334,0.33333334,0.37043875,0.34146342,0
956,1,3,0.5466667,0.33333334,0.28516468,0.7804878,1
957,3,0,0.88666666,0.6666667,0.2954638,0.58536583,1
958,1,0,0.20666666,0.33333334,0.29212812,0.3902439,1
959,2,1,0.44,0.6666667,0.652474,0.7804878,0
960,1,0,0.44666666,0.33333334,0.3920115,0.024390243,1
961,2,2,0.34666666,0.6666667,0.308036,0.31707317,1
962,3,3,0.7133333,0.6666667,0.4880199,0.9512195,0
963,1,0,0.5933333,0.0,0.052758396,0.9512195,1
964,3,0,0.99333334,1.0,0.2706658,0.9268293,1
965,1,2,0.053333335,0.0,0.11943523,0.12195122,1
966,3,3,0.91333336,1.0,0.30936545,0.12195122,0
967,2,2,0.41333333,0.6666667,0.2441787,0.048780486,0
968,3,1,0.7133333,0.6666667,0.4383162,0.14634146,0
969,1,1,0.58666664,0.0,0.35635713,0.17073171,0
970,3,0,0.81333333,1.0,0.1912645,1.0,1
971,2,3,0.4,0.33333334,0.6775158,0.34146342,0
972,1,1,0.16666667,0.0,0.56134266,0.68292683,0
